settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	ItemFees	Commission	-13.48	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	Promotion	Shipping	-1.49	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	Amazon PLCC Free-Financing Universal Merchant Free Rush Shipping
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	ItemPrice	Tax	4.76	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	ItemPrice	Shipping	1.50	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	
25725857361						Order	113-5811041-9783433	113-5811041-9783433		PfD6V3BGT	Amazon.com	Promotion	Shipping	-1.50	AFN	2026-02-21	2026-02-21 12:06:29 UTC	153568922324521			VC-SL-OO-QTZ-1	1	Amazon PLCC Free-Financing Universal Merchant Free Rush Shipping
25725857361						Order	111-0527469-8489843	111-0527469-8489843		PHP72xCRT	Amazon.com	ItemPrice	Principal	49.95	AFN	2026-02-20	2026-02-20 23:20:00 UTC	153443108349161			VC-ST-OO-BSH-1	1	
25725857361						Order	111-0527469-8489843	111-0527469-8489843		PHP72xCRT	Amazon.com	ItemPrice	Tax	4.12	AFN	2026-02-20	2026-02-20 23:20:00 UTC	153443108349161			VC-ST-OO-BSH-1	1	
25725857361						Order	111-0527469-8489843	111-0527469-8489843		PHP72xCRT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-4.12	AFN	2026-02-20	2026-02-20 23:20:00 UTC	153443108349161			VC-ST-OO-BSH-1	1	
25725857361						Order	111-0527469-8489843	111-0527469-8489843		PHP72xCRT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-5.47	AFN	2026-02-20	2026-02-20 23:20:00 UTC	153443108349161			VC-ST-OO-BSH-1	1	
25725857361						Order	111-0527469-8489843	111-0527469-8489843		PHP72xCRT	Amazon.com	ItemFees	Commission	-7.49	AFN	2026-02-20	2026-02-20 23:20:00 UTC	153443108349161			VC-ST-OO-BSH-1	1	
25725857361						Order	112-1299916-6405010	112-1299916-6405010		PBPzJlwJT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 16:27:26 UTC	153526664523481			VC-SL-OO-STN-1	1	
25725857361						Order	112-1299916-6405010	112-1299916-6405010		PBPzJlwJT	Amazon.com	ItemPrice	Tax	2.85	AFN	2026-02-21	2026-02-21 16:27:26 UTC	153526664523481			VC-SL-OO-STN-1	1	
25725857361						Order	112-1299916-6405010	112-1299916-6405010		PBPzJlwJT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-2.85	AFN	2026-02-21	2026-02-21 16:27:26 UTC	153526664523481			VC-SL-OO-STN-1	1	
25725857361						Order	112-1299916-6405010	112-1299916-6405010		PBPzJlwJT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 16:27:26 UTC	153526664523481			VC-SL-OO-STN-1	1	
25725857361						Order	112-1299916-6405010	112-1299916-6405010		PBPzJlwJT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-21	2026-02-21 16:27:26 UTC	153526664523481			VC-SL-OO-STN-1	1	
25725857361						Order	113-9135958-7935466			DB5086x8J	Amazon.com	ItemPrice	Principal	89.95	MFN	2026-02-21	2026-02-21 13:38:48 UTC	153499009509641			VC-SL-PP-QTZ-1-MFN	1	
25725857361						Order	113-9135958-7935466			DB5086x8J	Amazon.com	ItemPrice	Tax	9.22	MFN	2026-02-21	2026-02-21 13:38:48 UTC	153499009509641			VC-SL-PP-QTZ-1-MFN	1	
25725857361						Order	113-9135958-7935466			DB5086x8J	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-9.22	MFN	2026-02-21	2026-02-21 13:38:48 UTC	153499009509641			VC-SL-PP-QTZ-1-MFN	1	
25725857361						Order	113-9135958-7935466			DB5086x8J	Amazon.com	ItemFees	Commission	-13.49	MFN	2026-02-21	2026-02-21 13:38:48 UTC	153499009509641			VC-SL-PP-QTZ-1-MFN	1	
25725857361						Order	111-2908413-6969853			DqwM6px4J	Amazon.com	ItemPrice	Principal	44.95	MFN	2026-02-21	2026-02-21 10:46:26 UTC	153398706756001			VC-SL-OO-SND-1-MFN	1	
25725857361						Order	111-2908413-6969853			DqwM6px4J	Amazon.com	ItemPrice	Tax	4.72	MFN	2026-02-21	2026-02-21 10:46:26 UTC	153398706756001			VC-SL-OO-SND-1-MFN	1	
25725857361						Order	111-2908413-6969853			DqwM6px4J	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-4.72	MFN	2026-02-21	2026-02-21 10:46:26 UTC	153398706756001			VC-SL-OO-SND-1-MFN	1	
25725857361						Order	111-2908413-6969853			DqwM6px4J	Amazon.com	ItemFees	Commission	-6.74	MFN	2026-02-21	2026-02-21 10:46:26 UTC	153398706756001			VC-SL-OO-SND-1-MFN	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	ItemPrice	Tax	3.15	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	ItemPrice	Shipping	2.99	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.15	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-6005066-8221860	111-6005066-8221860		PsCTPmQ3T	Amazon.com	Promotion	Shipping	-2.99	AFN	2026-02-20	2026-02-20 14:49:14 UTC	153512783161361			VC-SL-OO-QTZ-1	1	Amazon PLCC Free-Financing Universal Merchant Free Rush Shipping
25725857361						Order	111-4919178-4105052	111-4919178-4105052		PsBjMz6RT	Amazon.com	ItemPrice	Principal	49.95	AFN	2026-02-20	2026-02-20 16:52:27 UTC	153506609455121			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-4919178-4105052	111-4919178-4105052		PsBjMz6RT	Amazon.com	ItemPrice	Tax	3.87	AFN	2026-02-20	2026-02-20 16:52:27 UTC	153506609455121			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-4919178-4105052	111-4919178-4105052		PsBjMz6RT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.87	AFN	2026-02-20	2026-02-20 16:52:27 UTC	153506609455121			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-4919178-4105052	111-4919178-4105052		PsBjMz6RT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-7.29	AFN	2026-02-20	2026-02-20 16:52:27 UTC	153506609455121			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-4919178-4105052	111-4919178-4105052		PsBjMz6RT	Amazon.com	ItemFees	Commission	-7.49	AFN	2026-02-20	2026-02-20 16:52:27 UTC	153506609455121			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-0262599-8657023	111-0262599-8657023		P4TQpStFT	Amazon.com	ItemPrice	Principal	49.95	AFN	2026-02-21	2026-02-21 13:56:28 UTC	153548961610161			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-0262599-8657023	111-0262599-8657023		P4TQpStFT	Amazon.com	ItemPrice	Tax	3.00	AFN	2026-02-21	2026-02-21 13:56:28 UTC	153548961610161			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-0262599-8657023	111-0262599-8657023		P4TQpStFT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.00	AFN	2026-02-21	2026-02-21 13:56:28 UTC	153548961610161			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-0262599-8657023	111-0262599-8657023		P4TQpStFT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-7.29	AFN	2026-02-21	2026-02-21 13:56:28 UTC	153548961610161			VC-ST-OO-QTZ-1	1	
25725857361						Order	111-0262599-8657023	111-0262599-8657023		P4TQpStFT	Amazon.com	ItemFees	Commission	-7.49	AFN	2026-02-21	2026-02-21 13:56:28 UTC	153548961610161			VC-ST-OO-QTZ-1	1	
25725857361						Order	112-4130896-2472206	112-4130896-2472206		P416mcM1T	Amazon.com	ItemPrice	Principal	49.95	AFN	2026-02-21	2026-02-21 08:43:40 UTC	153566166752201			VC-ST-OO-BSH-1	1	
25725857361						Order	112-4130896-2472206	112-4130896-2472206		P416mcM1T	Amazon.com	ItemPrice	Tax	3.25	AFN	2026-02-21	2026-02-21 08:43:40 UTC	153566166752201			VC-ST-OO-BSH-1	1	
25725857361						Order	112-4130896-2472206	112-4130896-2472206		P416mcM1T	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.25	AFN	2026-02-21	2026-02-21 08:43:40 UTC	153566166752201			VC-ST-OO-BSH-1	1	
25725857361						Order	112-4130896-2472206	112-4130896-2472206		P416mcM1T	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-5.47	AFN	2026-02-21	2026-02-21 08:43:40 UTC	153566166752201			VC-ST-OO-BSH-1	1	
25725857361						Order	112-4130896-2472206	112-4130896-2472206		P416mcM1T	Amazon.com	ItemFees	Commission	-7.49	AFN	2026-02-21	2026-02-21 08:43:40 UTC	153566166752201			VC-ST-OO-BSH-1	1	
25725857361						Order	112-5407029-3386657	112-5407029-3386657		PBFc1KVrT	Amazon.com	ItemPrice	Principal	89.90	AFN	2026-02-21	2026-02-21 12:56:14 UTC	153558433922521			VC-SL-OO-STN-1	2	
25725857361						Order	112-5407029-3386657	112-5407029-3386657		PBFc1KVrT	Amazon.com	ItemPrice	Tax	4.76	AFN	2026-02-21	2026-02-21 12:56:14 UTC	153558433922521			VC-SL-OO-STN-1	2	
25725857361						Order	112-5407029-3386657	112-5407029-3386657		PBFc1KVrT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-4.76	AFN	2026-02-21	2026-02-21 12:56:14 UTC	153558433922521			VC-SL-OO-STN-1	2	
25725857361						Order	112-5407029-3386657	112-5407029-3386657		PBFc1KVrT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-9.20	AFN	2026-02-21	2026-02-21 12:56:14 UTC	153558433922521			VC-SL-OO-STN-1	2	
25725857361						Order	112-5407029-3386657	112-5407029-3386657		PBFc1KVrT	Amazon.com	ItemFees	Commission	-13.48	AFN	2026-02-21	2026-02-21 12:56:14 UTC	153558433922521			VC-SL-OO-STN-1	2	
25725857361						Order	112-7701418-9799424	112-7701418-9799424		PBtp1cV1T	Amazon.com	ItemPrice	Principal	89.90	AFN	2026-02-21	2026-02-21 12:57:46 UTC	153552390054361			VC-SL-OO-STN-1	2	
25725857361						Order	112-7701418-9799424	112-7701418-9799424		PBtp1cV1T	Amazon.com	ItemPrice	Tax	7.76	AFN	2026-02-21	2026-02-21 12:57:46 UTC	153552390054361			VC-SL-OO-STN-1	2	
25725857361						Order	112-7701418-9799424	112-7701418-9799424		PBtp1cV1T	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-7.76	AFN	2026-02-21	2026-02-21 12:57:46 UTC	153552390054361			VC-SL-OO-STN-1	2	
25725857361						Order	112-7701418-9799424	112-7701418-9799424		PBtp1cV1T	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-9.20	AFN	2026-02-21	2026-02-21 12:57:46 UTC	153552390054361			VC-SL-OO-STN-1	2	
25725857361						Order	112-7701418-9799424	112-7701418-9799424		PBtp1cV1T	Amazon.com	ItemFees	Commission	-13.48	AFN	2026-02-21	2026-02-21 12:57:46 UTC	153552390054361			VC-SL-OO-STN-1	2	
25725857361						Order	112-0253740-1889838	112-0253740-1889838		PBP7r8gFT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 11:45:35 UTC	153578102745241			VC-SL-OO-BSH-1	1	
25725857361						Order	112-0253740-1889838	112-0253740-1889838		PBP7r8gFT	Amazon.com	ItemPrice	Tax	4.61	AFN	2026-02-21	2026-02-21 11:45:35 UTC	153578102745241			VC-SL-OO-BSH-1	1	
25725857361						Order	112-0253740-1889838	112-0253740-1889838		PBP7r8gFT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-4.61	AFN	2026-02-21	2026-02-21 11:45:35 UTC	153578102745241			VC-SL-OO-BSH-1	1	
25725857361						Order	112-0253740-1889838	112-0253740-1889838		PBP7r8gFT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 11:45:35 UTC	153578102745241			VC-SL-OO-BSH-1	1	
25725857361						Order	112-0253740-1889838	112-0253740-1889838		PBP7r8gFT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-21	2026-02-21 11:45:35 UTC	153578102745241			VC-SL-OO-BSH-1	1	
25725857361						Order	114-7894346-3222604	114-7894346-3222604		Ph0VmsVvT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 15:22:36 UTC	153530495686201			VC-SL-OO-BSH-1	1	
25725857361						Order	114-7894346-3222604	114-7894346-3222604		Ph0VmsVvT	Amazon.com	ItemPrice	Tax	4.61	AFN	2026-02-21	2026-02-21 15:22:36 UTC	153530495686201			VC-SL-OO-BSH-1	1	
25725857361						Order	114-7894346-3222604	114-7894346-3222604		Ph0VmsVvT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-4.61	AFN	2026-02-21	2026-02-21 15:22:36 UTC	153530495686201			VC-SL-OO-BSH-1	1	
25725857361						Order	114-7894346-3222604	114-7894346-3222604		Ph0VmsVvT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 15:22:36 UTC	153530495686201			VC-SL-OO-BSH-1	1	
25725857361						Order	114-7894346-3222604	114-7894346-3222604		Ph0VmsVvT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-21	2026-02-21 15:22:36 UTC	153530495686201			VC-SL-OO-BSH-1	1	
25725857361						Order	111-7804897-9238606	111-7804897-9238606		Ptd5dmTLT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-20	2026-02-20 15:00:31 UTC	153475275542001			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-7804897-9238606	111-7804897-9238606		Ptd5dmTLT	Amazon.com	ItemPrice	Tax	3.60	AFN	2026-02-20	2026-02-20 15:00:31 UTC	153475275542001			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-7804897-9238606	111-7804897-9238606		Ptd5dmTLT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.60	AFN	2026-02-20	2026-02-20 15:00:31 UTC	153475275542001			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-7804897-9238606	111-7804897-9238606		Ptd5dmTLT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-20	2026-02-20 15:00:31 UTC	153475275542001			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-7804897-9238606	111-7804897-9238606		Ptd5dmTLT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-20	2026-02-20 15:00:31 UTC	153475275542001			VC-SL-OO-QTZ-1	1	
25725857361						Order	114-3757436-7676256	114-3757436-7676256		Pfv5mxw8T	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-20	2026-02-20 15:39:14 UTC	153531360689961			VC-SL-OO-QTZ-1	1	
25725857361						Order	114-3757436-7676256	114-3757436-7676256		Pfv5mxw8T	Amazon.com	ItemPrice	Tax	3.46	AFN	2026-02-20	2026-02-20 15:39:14 UTC	153531360689961			VC-SL-OO-QTZ-1	1	
25725857361						Order	114-3757436-7676256	114-3757436-7676256		Pfv5mxw8T	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.46	AFN	2026-02-20	2026-02-20 15:39:14 UTC	153531360689961			VC-SL-OO-QTZ-1	1	
25725857361						Order	114-3757436-7676256	114-3757436-7676256		Pfv5mxw8T	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-20	2026-02-20 15:39:14 UTC	153531360689961			VC-SL-OO-QTZ-1	1	
25725857361						Order	114-3757436-7676256	114-3757436-7676256		Pfv5mxw8T	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-20	2026-02-20 15:39:14 UTC	153531360689961			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	ItemPrice	Tax	3.15	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	ItemPrice	Shipping	2.99	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.15	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	
25725857361						Order	111-5199771-9479463	111-5199771-9479463		P7X96vMgT	Amazon.com	Promotion	Shipping	-2.99	AFN	2026-02-20	2026-02-20 14:31:58 UTC	153576004113201			VC-SL-OO-QTZ-1	1	Amazon PLCC Free-Financing Universal Merchant Free Rush Shipping
25725857361						Order	111-2834816-0019452	111-2834816-0019452		PqQpT2WDT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 13:56:04 UTC	153514058222961			VC-SL-OO-BSH-1	1	
25725857361						Order	111-2834816-0019452	111-2834816-0019452		PqQpT2WDT	Amazon.com	ItemPrice	Tax	2.98	AFN	2026-02-21	2026-02-21 13:56:04 UTC	153514058222961			VC-SL-OO-BSH-1	1	
25725857361						Order	111-2834816-0019452	111-2834816-0019452		PqQpT2WDT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-2.98	AFN	2026-02-21	2026-02-21 13:56:04 UTC	153514058222961			VC-SL-OO-BSH-1	1	
25725857361						Order	111-2834816-0019452	111-2834816-0019452		PqQpT2WDT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 13:56:04 UTC	153514058222961			VC-SL-OO-BSH-1	1	
25725857361						Order	111-2834816-0019452	111-2834816-0019452		PqQpT2WDT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-21	2026-02-21 13:56:04 UTC	153514058222961			VC-SL-OO-BSH-1	1	
25725857361						Order	111-5018696-5579452	111-5018696-5579452		PxJ6P8MnT	Amazon.com	ItemPrice	Principal	89.90	AFN	2026-02-21	2026-02-21 10:58:58 UTC	153568242510601			VC-SL-OO-QTZ-1	2	
25725857361						Order	111-5018696-5579452	111-5018696-5579452		PxJ6P8MnT	Amazon.com	ItemPrice	Tax	7.42	AFN	2026-02-21	2026-02-21 10:58:58 UTC	153568242510601			VC-SL-OO-QTZ-1	2	
25725857361						Order	111-5018696-5579452	111-5018696-5579452		PxJ6P8MnT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-7.42	AFN	2026-02-21	2026-02-21 10:58:58 UTC	153568242510601			VC-SL-OO-QTZ-1	2	
25725857361						Order	111-5018696-5579452	111-5018696-5579452		PxJ6P8MnT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-9.20	AFN	2026-02-21	2026-02-21 10:58:58 UTC	153568242510601			VC-SL-OO-QTZ-1	2	
25725857361						Order	111-5018696-5579452	111-5018696-5579452		PxJ6P8MnT	Amazon.com	ItemFees	Commission	-13.48	AFN	2026-02-21	2026-02-21 10:58:58 UTC	153568242510601			VC-SL-OO-QTZ-1	2	
25725857361						Order	112-8176053-2674635	112-8176053-2674635		P48Z0WBqT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 14:33:54 UTC	153574250230081			VC-SL-OO-BSH-1	1	
25725857361						Order	112-8176053-2674635	112-8176053-2674635		P48Z0WBqT	Amazon.com	ItemPrice	Tax	2.70	AFN	2026-02-21	2026-02-21 14:33:54 UTC	153574250230081			VC-SL-OO-BSH-1	1	
25725857361						Order	112-8176053-2674635	112-8176053-2674635		P48Z0WBqT	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-2.70	AFN	2026-02-21	2026-02-21 14:33:54 UTC	153574250230081			VC-SL-OO-BSH-1	1	
25725857361						Order	112-8176053-2674635	112-8176053-2674635		P48Z0WBqT	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-4.60	AFN	2026-02-21	2026-02-21 14:33:54 UTC	153574250230081			VC-SL-OO-BSH-1	1	
25725857361						Order	112-8176053-2674635	112-8176053-2674635		P48Z0WBqT	Amazon.com	ItemFees	Commission	-6.74	AFN	2026-02-21	2026-02-21 14:33:54 UTC	153574250230081			VC-SL-OO-BSH-1	1	
25725857361						Order	111-3396475-2169859	111-3396475-2169859		PhzP1zBKT	Amazon.com	ItemPrice	Principal	44.95	AFN	2026-02-21	2026-02-21 06:46:51 UTC	153571619442121			VC-SL-OO-STN-1	1	
25725857361						Order	111-3396475-2169859	111-3396475-2169859		PhzP1zBKT	Amazon.com	ItemPrice	Tax	3.26	AFN	2026-02-21	2026-02-21 06:46:51 UTC	153571619442121			VC-SL-OO-STN-1	1	
